id,price,departureIataCode,departureName,departureIataCodeValidation,flightDate,destinationIataCode,destinationName,dateInserted,timeInserted,countOfOffers,arrival,carrierCode,numberOfFlight,departureTime,arrivalTime,duration,totalStops
69,712.06,ATH,ATHENS,GVA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,4612,2023-05-28T14:15:00,2023-05-28T18:15:00,PT5H,1
70,712.06,ATH,ATHENS,GVA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,4614,2023-05-28T14:15:00,2023-05-28T19:30:00,PT6H15M,1
71,712.06,ATH,ATHENS,GVA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,4618,2023-05-28T14:15:00,2023-05-28T21:50:00,PT8H35M,1
72,911.24,ATH,ATHENS,MAD,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,IB,3738,2023-05-28T14:00:00,2023-05-28T20:05:00,PT7H5M,1
73,911.24,ATH,ATHENS,MAD,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,IB,3440,2023-05-28T14:00:00,2023-05-28T20:10:00,PT7H10M,1
74,911.24,ATH,ATHENS,MAD,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,IB,3400,2023-05-28T14:00:00,2023-05-28T22:05:00,PT9H5M,1
75,1033.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,OS,1035,2023-05-28T13:55:00,2023-05-28T22:30:00,PT9H35M,1
76,1598.77,ATH,ATHENS,BEG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,6293,2023-05-28T15:40:00,2023-05-28T19:40:00,PT5H,1
77,1950.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1819,2023-05-28T13:55:00,2023-05-28T21:20:00,PT8H25M,1
78,1950.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1119,2023-05-28T13:55:00,2023-05-28T21:25:00,PT8H30M,1
79,1951.63,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1823,2023-05-28T15:25:00,2023-05-28T20:00:00,PT5H35M,1
80,1951.63,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1023,2023-05-28T15:50:00,2023-05-28T22:15:00,PT7H25M,1
82,2415.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1815,2023-05-28T15:55:00,2023-05-28T20:00:00,PT5H5M,1
84,7358.08,ATH,ATHENS,DXB,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,EK,71,2023-05-28T18:05:00,2023-05-29T09:25:00,PT16H20M,1
1,136.69,ATH,ATHENS,ATH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,V7,5026,2023-05-28T22:30:00,2023-05-29T01:20:00,PT3H50M,0
2,146.32,ATH,ATHENS,FCO,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AZ,58,2023-05-28T19:30:00,2023-05-29T10:55:00,PT16H25M,1
3,146.32,ATH,ATHENS,FCO,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AZ,60,2023-05-28T19:30:00,2023-05-29T17:10:00,PT22H40M,1
4,169.99,ATH,ATHENS,OTP,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,RO,415,2023-05-28T19:10:00,2023-05-29T11:15:00,PT17H5M,1
5,194.69,ATH,ATHENS,ATH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,IB,3153,2023-05-28T14:00:00,2023-05-28T16:50:00,PT3H50M,0
6,206.32,ATH,ATHENS,FCO,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AZ,7116,2023-05-28T19:30:00,2023-05-29T13:05:00,PT18H35M,1
7,206.32,ATH,ATHENS,FCO,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AZ,7118,2023-05-28T19:30:00,2023-05-29T21:00:00,PT26H30M,1
8,336.31,ATH,ATHENS,BEY,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,ME,241,2023-05-28T20:45:00,2023-05-29T13:15:00,PT18H30M,1
9,343.72,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,4657,2023-05-28T13:55:00,2023-05-28T22:00:00,PT9H5M,1
10,343.72,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,4991,2023-05-28T13:55:00,2023-05-28T23:10:00,PT10H15M,1
11,343.72,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1120,2023-05-28T13:55:00,2023-05-28T23:30:00,PT10H35M,1
12,343.72,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1800,2023-05-28T19:25:00,2023-05-29T11:10:00,PT16H45M,1
13,345.62,ATH,ATHENS,ZRH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LX,2032,2023-05-28T17:50:00,2023-05-29T19:30:00,PT26H40M,1
14,349.93,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,4331,2023-05-28T18:30:00,2023-05-29T09:10:00,PT15H40M,1
15,356.45,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1802,2023-05-28T19:25:00,2023-05-29T14:30:00,PT20H5M,1
16,356.45,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1804,2023-05-28T19:25:00,2023-05-29T17:45:00,PT23H20M,1
18,356.45,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,7038,2023-05-28T19:25:00,2023-05-29T18:40:00,PT24H15M,1
19,360.29,ATH,ATHENS,SAW,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,PC,1099,2023-05-28T20:15:00,2023-05-29T14:00:00,PT18H45M,1
20,362.66,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1112,2023-05-28T18:30:00,2023-05-29T12:15:00,PT18H45M,1
21,362.66,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,4331,2023-05-28T13:55:00,2023-05-29T09:10:00,PT20H15M,1
22,383.12,ATH,ATHENS,CDG,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AF,1400,2023-05-28T17:20:00,2023-05-28T23:10:00,PT6H50M,1
23,384.33,ATH,ATHENS,CDG,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AF,1300,2023-05-28T17:20:00,2023-05-29T11:25:00,PT19H5M,1
24,385.62,ATH,ATHENS,ZRH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LX,2032,2023-05-28T14:35:00,2023-05-28T19:30:00,PT5H55M,1
25,394.38,ATH,ATHENS,BRU,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,SN,3731,2023-05-28T16:00:00,2023-05-28T23:20:00,PT8H20M,1
27,399.85,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,IB,5006,2023-05-28T22:50:00,2023-05-29T21:55:00,PT24H5M,1
28,406.33,ATH,ATHENS,BRU,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,SN,3721,2023-05-28T15:35:00,2023-05-29T11:50:00,PT21H15M,1
29,406.33,ATH,ATHENS,BRU,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,SN,3727,2023-05-28T15:35:00,2023-05-29T16:45:00,PT26H10M,1
30,407.12,ATH,ATHENS,CDG,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AF,1000,2023-05-28T17:20:00,2023-05-29T09:15:00,PT16H55M,1
31,408.33,ATH,ATHENS,CDG,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AF,1600,2023-05-28T17:20:00,2023-05-29T15:40:00,PT23H20M,1
32,423.77,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,IB,5000,2023-05-28T22:50:00,2023-05-29T08:55:00,PT11H5M,1
33,424.63,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1806,2023-05-28T15:25:00,2023-05-28T22:10:00,PT7H45M,1
34,430.77,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,VY,1008,2023-05-28T14:50:00,2023-05-28T21:55:00,PT8H5M,1
35,455.77,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,IB,5006,2023-05-28T14:50:00,2023-05-28T21:55:00,PT8H5M,1
36,468.85,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,VY,1002,2023-05-28T14:50:00,2023-05-29T08:55:00,PT19H5M,1
37,468.85,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,VY,1004,2023-05-28T14:50:00,2023-05-29T13:05:00,PT23H15M,1
38,475.69,ATH,ATHENS,ATH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,A3,702,2023-05-28T22:30:00,2023-05-29T01:20:00,PT3H50M,0
39,502.69,ATH,ATHENS,ATH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,VY,5225,2023-05-28T14:00:00,2023-05-28T16:50:00,PT3H50M,0
40,503.72,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1122,2023-05-28T13:55:00,2023-05-28T19:50:00,PT6H55M,1
41,579.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1857,2023-05-28T21:05:00,2023-05-29T10:30:00,PT14H25M,1
42,579.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1357,2023-05-28T21:05:00,2023-05-29T13:35:00,PT17H30M,1
43,579.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1859,2023-05-28T21:05:00,2023-05-29T16:50:00,PT20H45M,1
44,579.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1359,2023-05-28T21:05:00,2023-05-29T22:15:00,PT26H10M,1
45,592.63,ATH,ATHENS,MUC,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,LH,1806,2023-05-28T15:50:00,2023-05-28T22:10:00,PT7H20M,1
46,651.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1357,2023-05-28T15:40:00,2023-05-29T13:35:00,PT22H55M,1
47,651.49,ATH,ATHENS,IST,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,TK,1859,2023-05-28T15:40:00,2023-05-29T16:50:00,PT26H10M,1
48,661.12,ATH,ATHENS,CDG,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,AF,1400,2023-05-28T14:25:00,2023-05-28T23:10:00,PT9H45M,1
49,865.77,ATH,ATHENS,BCN,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,VY,1002,2023-05-28T22:50:00,2023-05-29T08:55:00,PT11H5M,1
50,902.91,ATH,ATHENS,DOH,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,QR,147,2023-05-28T14:00:00,2023-05-29T07:55:00,PT18H55M,1
51,1184.22,ATH,ATHENS,FRA,28/05/2023,MAD,MADRID,28/05/2023,13:52,51,MAD,6X,9102,2023-05-28T13:55:00,2023-05-28T20:30:00,PT7H35M,1
